ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-06-28,4718174.070796899,4273678.267127492,4947608.171475475,4718174.070796899,4718174.070796899,-108948.06207897369,-108948.06207897369,-108948.06207897369,-108948.06207897369,-108948.06207897369,-108948.06207897369,0.0,0.0,0.0,4609226.008717925
2015-07-05,4719173.840734844,4469275.576226248,5098348.61476306,4719173.840734844,4719173.840734844,65853.69397021334,65853.69397021334,65853.69397021334,65853.69397021334,65853.69397021334,65853.69397021334,0.0,0.0,0.0,4785027.534705058
2015-07-12,4720173.610672791,4710173.336022962,5334921.041098878,4720173.610672791,4720173.610672791,299525.1659388419,299525.1659388419,299525.1659388419,299525.1659388419,299525.1659388419,299525.1659388419,0.0,0.0,0.0,5019698.776611633
2015-07-19,4721173.380610736,4876928.9015874555,5522020.871163111,4721173.380610736,4721173.380610736,466506.26270017517,466506.26270017517,466506.26270017517,466506.26270017517,466506.26270017517,466506.26270017517,0.0,0.0,0.0,5187679.643310911
2015-07-26,4722173.150548683,4865326.759133805,5508531.264753144,4722173.150548683,4722173.150548683,465741.05812619167,465741.05812619167,465741.05812619167,465741.05812619167,465741.05812619167,465741.05812619167,0.0,0.0,0.0,5187914.208674874
2015-08-02,4723172.920486628,4722126.487942433,5351422.161146827,4723172.920486628,4723172.920486628,314448.0788313209,314448.0788313209,314448.0788313209,314448.0788313209,314448.0788313209,314448.0788313209,0.0,0.0,0.0,5037620.999317949
2015-08-09,4724172.690424575,4553758.384431418,5182146.435885907,4724172.690424575,4724172.690424575,133320.1772452697,133320.1772452697,133320.1772452697,133320.1772452697,133320.1772452697,133320.1772452697,0.0,0.0,0.0,4857492.867669844
2015-08-16,4725172.460362521,4445717.268460842,5073676.518869815,4725172.460362521,4725172.460362521,36475.90391911629,36475.90391911629,36475.90391911629,36475.90391911629,36475.90391911629,36475.90391911629,0.0,0.0,0.0,4761648.364281638
2015-08-23,4726172.2303004665,4430512.921969529,5089885.7513309615,4726172.2303004665,4726172.2303004665,39328.1866856749,39328.1866856749,39328.1866856749,39328.1866856749,39328.1866856749,39328.1866856749,0.0,0.0,0.0,4765500.416986141
2015-08-30,4727172.000238413,4484648.635066661,5105292.537606523,4727172.000238413,4727172.000238413,71221.4857714174,71221.4857714174,71221.4857714174,71221.4857714174,71221.4857714174,71221.4857714174,0.0,0.0,0.0,4798393.486009831
2015-09-06,4728171.7701763585,4489261.066160899,5112725.527296891,4728171.7701763585,4728171.7701763585,62164.97719779912,62164.97719779912,62164.97719779912,62164.97719779912,62164.97719779912,62164.97719779912,0.0,0.0,0.0,4790336.747374157
2015-09-13,4729171.540114305,4394114.966077784,5054791.722991834,4729171.540114305,4729171.540114305,2523.1092729761845,2523.1092729761845,2523.1092729761845,2523.1092729761845,2523.1092729761845,2523.1092729761845,0.0,0.0,0.0,4731694.649387281
2015-09-20,4730171.3100522505,4346701.22241582,4986148.655168564,4730171.3100522505,4730171.3100522505,-75454.24657932982,-75454.24657932982,-75454.24657932982,-75454.24657932982,-75454.24657932982,-75454.24657932982,0.0,0.0,0.0,4654717.063472921
2015-09-27,4731171.079990197,4272477.005207184,4918293.152391884,4731171.079990197,4731171.079990197,-148577.02705093354,-148577.02705093354,-148577.02705093354,-148577.02705093354,-148577.02705093354,-148577.02705093354,0.0,0.0,0.0,4582594.052939263
2015-10-04,4732170.8499281425,4204622.184927436,4820358.891223368,4732170.8499281425,4732170.8499281425,-216770.16371767948,-216770.16371767948,-216770.16371767948,-216770.16371767948,-216770.16371767948,-216770.16371767948,0.0,0.0,0.0,4515400.686210463
2015-10-11,4733170.619866089,4144169.3724361137,4778465.449354794,4733170.619866089,4733170.619866089,-276210.5454994708,-276210.5454994708,-276210.5454994708,-276210.5454994708,-276210.5454994708,-276210.5454994708,0.0,0.0,0.0,4456960.074366618
2015-10-18,4734170.389804035,4109126.725051164,4738638.382331565,4734170.389804035,4734170.389804035,-304565.5963935334,-304565.5963935334,-304565.5963935334,-304565.5963935334,-304565.5963935334,-304565.5963935334,0.0,0.0,0.0,4429604.793410502
2015-10-25,4735170.159741982,4125049.05257347,4753169.359829251,4735170.159741982,4735170.159741982,-285006.6993934345,-285006.6993934345,-285006.6993934345,-285006.6993934345,-285006.6993934345,-285006.6993934345,0.0,0.0,0.0,4450163.460348547
2015-11-01,4736169.929831908,4172740.5617667646,4818547.000161808,4736169.929831908,4736169.929831908,-230836.07491589244,-230836.07491589244,-230836.07491589244,-230836.07491589244,-230836.07491589244,-230836.07491589244,0.0,0.0,0.0,4505333.854916016
2015-11-08,4737169.699921835,4254839.383405851,4899830.363962073,4737169.699921835,4737169.699921835,-166993.4882786301,-166993.4882786301,-166993.4882786301,-166993.4882786301,-166993.4882786301,-166993.4882786301,0.0,0.0,0.0,4570176.211643205
2015-11-15,4738169.470011762,4330448.7691591345,4965216.490317542,4738169.470011762,4738169.470011762,-90361.36610101075,-90361.36610101075,-90361.36610101075,-90361.36610101075,-90361.36610101075,-90361.36610101075,0.0,0.0,0.0,4647808.103910752
2015-11-22,4739169.2401016895,4450626.615601133,5070792.945376067,4739169.2401016895,4739169.2401016895,26833.74712908243,26833.74712908243,26833.74712908243,26833.74712908243,26833.74712908243,26833.74712908243,0.0,0.0,0.0,4766002.987230772
2015-11-29,4740169.010191617,4598370.028551765,5232728.161326233,4740169.010191617,4740169.010191617,178373.9764594947,178373.9764594947,178373.9764594947,178373.9764594947,178373.9764594947,178373.9764594947,0.0,0.0,0.0,4918542.986651111
2015-12-06,4741168.780281544,4697932.574621668,5329625.992042508,4741168.780281544,4741168.780281544,285239.23222796037,285239.23222796037,285239.23222796037,285239.23222796037,285239.23222796037,285239.23222796037,0.0,0.0,0.0,5026408.012509504
2015-12-13,4742168.550371471,4665932.063634653,5326690.044383652,4742168.550371471,4742168.550371471,250878.92934506535,250878.92934506535,250878.92934506535,250878.92934506535,250878.92934506535,250878.92934506535,0.0,0.0,0.0,4993047.479716537
2015-12-20,4743168.320461398,4490578.8416161835,5179048.206234489,4743168.320461398,4743168.320461398,74540.2062536796,74540.2062536796,74540.2062536796,74540.2062536796,74540.2062536796,74540.2062536796,0.0,0.0,0.0,4817708.526715077
2015-12-27,4744168.090551326,4319856.656867884,4957127.988974331,4744168.090551326,4744168.090551326,-105633.49233152808,-105633.49233152808,-105633.49233152808,-105633.49233152808,-105633.49233152808,-105633.49233152808,0.0,0.0,0.0,4638534.598219798
2016-01-03,4745167.860641253,4326165.097176552,4971966.51877423,4745167.860641253,4745167.860641253,-114667.77360910582,-114667.77360910582,-114667.77360910582,-114667.77360910582,-114667.77360910582,-114667.77360910582,0.0,0.0,0.0,4630500.087032148
2016-01-10,4746167.63073118,4516889.020524555,5143760.9467839,4746167.63073118,4746167.63073118,95478.36393060275,95478.36393060275,95478.36393060275,95478.36393060275,95478.36393060275,95478.36393060275,0.0,0.0,0.0,4841645.994661783
2016-01-17,4747167.4008211065,4819333.175510216,5445775.745446912,4747167.4008211065,4747167.4008211065,388387.7754190757,388387.7754190757,388387.7754190757,388387.7754190757,388387.7754190757,388387.7754190757,0.0,0.0,0.0,5135555.1762401825
2016-01-24,4748167.170911034,4985090.091964671,5646685.36035135,4748167.170911034,4748167.170911034,561059.6257861031,561059.6257861031,561059.6257861031,561059.6257861031,561059.6257861031,561059.6257861031,0.0,0.0,0.0,5309226.796697137
2016-01-31,4749166.941000961,4942657.9147004085,5606871.459242123,4749166.941000961,4749166.941000961,523559.8781136118,523559.8781136118,523559.8781136118,523559.8781136118,523559.8781136118,523559.8781136118,0.0,0.0,0.0,5272726.819114572
2016-02-07,4750166.711090888,4800384.80675581,5443768.612110195,4750166.711090888,4750166.711090888,362099.41077841737,362099.41077841737,362099.41077841737,362099.41077841737,362099.41077841737,362099.41077841737,0.0,0.0,0.0,5112266.121869305
2016-02-14,4751166.481180815,4682366.335824106,5282437.644689787,4751166.481180815,4751166.481180815,232899.0118671049,232899.0118671049,232899.0118671049,232899.0118671049,232899.0118671049,232899.0118671049,0.0,0.0,0.0,4984065.49304792
2016-02-21,4752166.251239081,4647821.867320651,5276955.514712394,4752166.251239081,4752166.251239081,208989.8529838167,208989.8529838167,208989.8529838167,208989.8529838167,208989.8529838167,208989.8529838167,0.0,0.0,0.0,4961156.104222897
2016-02-28,4753166.021297348,4680879.920646678,5297571.103611742,4753166.021297348,4753166.021297348,235294.75158707052,235294.75158707052,235294.75158707052,235294.75158707052,235294.75158707052,235294.75158707052,0.0,0.0,0.0,4988460.772884418
