ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-06-30,20148783.236475043,14830429.75333625,18381777.100451596,20148783.236475043,20148783.236475043,-3602197.0215845257,-3602197.0215845257,-3602197.0215845257,-3602197.0215845257,-3602197.0215845257,-3602197.0215845257,0.0,0.0,0.0,16546586.214890517
2015-07-31,20172341.34031205,20622177.891708553,24429322.60755455,20172341.34031205,20172341.34031205,2429738.3587603397,2429738.3587603397,2429738.3587603397,2429738.3587603397,2429738.3587603397,2429738.3587603397,0.0,0.0,0.0,22602079.699072387
2015-08-31,20195899.44414906,19303605.74413539,22971528.761752285,20195899.44414906,20195899.44414906,1014895.333785934,1014895.333785934,1014895.333785934,1014895.333785934,1014895.333785934,1014895.333785934,0.0,0.0,0.0,21210794.77793499
2015-09-30,20218697.60915261,17900721.688270375,21817606.637488972,20218697.60915261,20218697.60915261,-418011.0005426707,-418011.0005426707,-418011.0005426707,-418011.0005426707,-418011.0005426707,-418011.0005426707,0.0,0.0,0.0,19800686.60860994
2015-10-31,20242255.712989617,17844319.908737693,21730509.25214015,20242255.712989617,20242255.712989617,-535686.5296629699,-535686.5296629699,-535686.5296629699,-535686.5296629699,-535686.5296629699,-535686.5296629699,0.0,0.0,0.0,19706569.183326647
2015-11-30,20265053.87636467,18318361.213486403,21965903.3493434,20265053.87636467,20265053.87636467,-79061.44189598695,-79061.44189598695,-79061.44189598695,-79061.44189598695,-79061.44189598695,-79061.44189598695,0.0,0.0,0.0,20185992.434468683
2015-12-31,20288611.978518892,18872304.781386707,22685778.0510494,20288611.978518892,20288611.978518892,595762.4298915787,595762.4298915787,595762.4298915787,595762.4298915787,595762.4298915787,595762.4298915787,0.0,0.0,0.0,20884374.40841047
2016-01-31,20312170.080673113,20174934.49455278,23995766.168682013,20312170.080673113,20312170.080673113,1851845.0580917276,1851845.0580917276,1851845.0580917276,1851845.0580917276,1851845.0580917276,1851845.0580917276,0.0,0.0,0.0,22164015.13876484
2016-02-29,20334208.305269,18018090.9078948,21995008.788330734,20334208.305269,20334208.305269,-290703.85150768585,-290703.85150768585,-290703.85150768585,-290703.85150768585,-290703.85150768585,-290703.85150768585,0.0,0.0,0.0,20043504.453761313
2016-03-31,20357766.40730589,19067063.30988556,22867083.192988116,20357766.40730589,20357766.40730589,528193.4837863843,528193.4837863843,528193.4837863843,528193.4837863843,528193.4837863843,528193.4837863843,0.0,0.0,0.0,20885959.891092274
2016-04-30,20380564.570567396,16642212.145195074,20441363.55956527,20380564.570567396,20380564.570567396,-1772071.7096198595,-1772071.7096198595,-1772071.7096198595,-1772071.7096198595,-1772071.7096198595,-1772071.7096198595,0.0,0.0,0.0,18608492.860947534
2016-05-31,20404122.67260429,17220956.944187365,20903495.27792011,20404122.67260429,20404122.67260429,-1300772.5018441994,-1300772.5018441994,-1300772.5018441994,-1300772.5018441994,-1300772.5018441994,-1300772.5018441994,0.0,0.0,0.0,19103350.170760088
2016-06-30,20426920.826160684,17092846.751470853,20977062.06333002,20426920.826160684,20426920.826160684,-1421774.3351824197,-1421774.3351824197,-1421774.3351824197,-1421774.3351824197,-1421774.3351824197,-1421774.3351824197,0.0,0.0,0.0,19005146.490978263
2016-07-31,20450478.918168962,20238439.969559837,23879054.415594507,20450478.918168962,20450478.918168962,1618639.1486134513,1618639.1486134513,1618639.1486134513,1618639.1486134513,1618639.1486134513,1618639.1486134513,0.0,0.0,0.0,22069118.066782415
2016-08-31,20474037.01017724,19461064.92120073,23077462.993531827,20474037.01017724,20474037.01017724,863967.2936884883,863967.2936884883,863967.2936884883,863967.2936884883,863967.2936884883,863967.2936884883,0.0,0.0,0.0,21338004.303865727
2016-09-30,20496835.163733635,18178186.110926203,21731519.82237581,20496835.163733635,20496835.163733635,-505255.7591988396,-505255.7591988396,-505255.7591988396,-505255.7591988396,-505255.7591988396,-505255.7591988396,0.0,0.0,0.0,19991579.404534794
2016-10-31,20520393.065923676,17870564.007690996,21612490.81412597,20520393.065923676,20520393.065923676,-737550.9811922985,-737550.9811922985,-737550.9811922985,-737550.9811922985,-737550.9811922985,-737550.9811922985,0.0,0.0,0.0,19782842.084731378
2016-11-30,20543191.035785004,18521669.427765295,22304844.910245046,20543191.035785004,20543191.035785004,-240434.07021656333,-240434.07021656333,-240434.07021656333,-240434.07021656333,-240434.07021656333,-240434.07021656333,0.0,0.0,0.0,20302756.965568442
2016-12-31,20566748.937975045,19669447.542056106,23459658.720908865,20566748.937975045,20566748.937975045,938183.4776325946,938183.4776325946,938183.4776325946,938183.4776325946,938183.4776325946,938183.4776325946,0.0,0.0,0.0,21504932.41560764
2017-01-31,20590306.840165082,20970017.81409241,24664334.934775185,20590306.840165082,20590306.840165082,2286553.695948955,2286553.695948955,2286553.695948955,2286553.695948955,2286553.695948955,2286553.695948955,0.0,0.0,0.0,22876860.536114037
2017-02-28,20611548.708643645,18439287.442393243,22266475.95603628,20611548.708643645,20611548.708643645,-237184.33752669848,-237184.33752669848,-237184.33752669848,-237184.33752669848,-237184.33752669848,-237184.33752669848,0.0,0.0,0.0,20374364.371116947
2017-03-31,20635066.491602052,19497299.13848738,23063991.084156826,20635066.491602052,20635066.491602052,568546.8666960918,568546.8666960918,568546.8666960918,568546.8666960918,568546.8666960918,568546.8666960918,0.0,0.0,0.0,21203613.358298145
2017-04-30,20657825.636400513,17026029.901147008,21069796.100735016,20657825.636400513,20657825.636400513,-1589297.3287357322,-1589297.3287357322,-1589297.3287357322,-1589297.3287357322,-1589297.3287357322,-1589297.3287357322,0.0,0.0,0.0,19068528.30766478
2017-05-31,20681343.41935892,17734286.329310846,21533179.219779365,20681343.41935892,20681343.41935892,-1036655.7955830656,-1036655.7955830656,-1036655.7955830656,-1036655.7955830656,-1036655.7955830656,-1036655.7955830656,0.0,0.0,0.0,19644687.623775855
2017-06-30,20696275.278871413,16774867.604448149,20587164.16483998,20696275.278871413,20696275.278871413,-2149990.238704856,-2149990.238704856,-2149990.238704856,-2149990.238704856,-2149990.238704856,-2149990.238704856,0.0,0.0,0.0,18546285.040166557
2017-07-31,20711704.867034324,20782683.77639256,24422058.917484406,20711704.867034324,20711704.867034324,1879802.0051229529,1879802.0051229529,1879802.0051229529,1879802.0051229529,1879802.0051229529,1879802.0051229529,0.0,0.0,0.0,22591506.872157276
2017-08-31,20727134.455197234,19831342.865796853,23491601.1306735,20727134.455197234,20727134.455197234,914129.1796307294,914129.1796307294,914129.1796307294,914129.1796307294,914129.1796307294,914129.1796307294,0.0,0.0,0.0,21641263.634827964
2017-09-30,20742066.314709727,18488031.580788575,22168366.653559096,20742066.314709727,20742066.314709727,-476612.50001050375,-476612.50001050375,-476612.50001050375,-476612.50001050375,-476612.50001050375,-476612.50001050375,0.0,0.0,0.0,20265453.81469922
2017-10-31,20746742.96536768,18105944.619883917,22029538.612677686,20746742.96536768,20746742.96536768,-669742.3006942188,-669742.3006942188,-669742.3006942188,-669742.3006942188,-669742.3006942188,-669742.3006942188,0.0,0.0,0.0,20077000.66467346
2017-11-30,20751268.756326985,18643448.201354954,22344508.180121936,20751268.756326985,20751268.756326985,-182945.46452033028,-182945.46452033028,-182945.46452033028,-182945.46452033028,-182945.46452033028,-182945.46452033028,0.0,0.0,0.0,20568323.291806653
2017-12-31,20755945.406984936,19683358.051959906,23336364.43666572,20755945.406984936,20755945.406984936,827438.2332024086,827438.2332024086,827438.2332024086,827438.2332024086,827438.2332024086,827438.2332024086,0.0,0.0,0.0,21583383.640187345
2018-01-31,20749169.78057775,21124073.72239958,24711590.69841715,20749169.78057775,20749169.78057775,2140651.3026854624,2140651.3026854624,2140651.3026854624,2140651.3026854624,2140651.3026854624,2140651.3026854624,0.0,0.0,0.0,22889821.08326321
2018-02-28,20743049.859951902,18527417.845281653,22460806.569985386,20743049.859951902,20743049.859951902,-179094.63675992066,-179094.63675992066,-179094.63675992066,-179094.63675992066,-179094.63675992066,-179094.63675992066,0.0,0.0,0.0,20563955.22319198
2018-03-31,20736274.233544715,19531536.460346032,23324131.96050024,20736274.233544715,20736274.233544715,611391.8861838945,611391.8861838945,611391.8861838945,611391.8861838945,611391.8861838945,611391.8861838945,0.0,0.0,0.0,21347666.11972861
2018-04-30,20729717.175731305,17471322.12366973,21113119.588434268,20729717.175731305,20729717.175731305,-1406429.8786306737,-1406429.8786306737,-1406429.8786306737,-1406429.8786306737,-1406429.8786306737,-1406429.8786306737,0.0,0.0,0.0,19323287.29710063
2018-05-31,20713094.204633202,17908001.6176615,21651836.43737022,20713094.204633202,20713094.204633202,-784603.1564351484,-784603.1564351484,-784603.1564351484,-784603.1564351484,-784603.1564351484,-784603.1564351484,0.0,0.0,0.0,19928491.048198055
2018-06-30,20697007.458409235,15958665.960748477,19575948.904736668,20697007.458409235,20697007.458409235,-2877033.814729252,-2877033.814729252,-2877033.814729252,-2877033.814729252,-2877033.814729252,-2877033.814729252,0.0,0.0,0.0,17819973.643679984
2018-07-31,20680384.487311132,20946978.799734306,24533956.43606518,20680384.487311132,20680384.487311132,2150214.4334551087,2150214.4334551087,2150214.4334551087,2150214.4334551087,2150214.4334551087,2150214.4334551087,0.0,0.0,0.0,22830598.92076624
2018-08-31,20663761.51621303,19613346.59916345,23395623.58473722,20663761.51621303,20663761.51621303,964476.8575965523,964476.8575965523,964476.8575965523,964476.8575965523,964476.8575965523,964476.8575965523,0.0,0.0,0.0,21628238.373809583
2018-09-30,20645276.29846643,18348739.98013261,21883660.700051367,20645276.29846643,20645276.29846643,-447505.4633343661,-447505.4633343661,-447505.4633343661,-447505.4633343661,-447505.4633343661,-447505.4633343661,0.0,0.0,0.0,20197770.835132062
2018-10-31,20626174.906794943,18213324.615443464,21983720.05747585,20626174.906794943,20626174.906794943,-602415.5723305144,-602415.5723305144,-602415.5723305144,-602415.5723305144,-602415.5723305144,-602415.5723305144,0.0,0.0,0.0,20023759.334464427
2018-11-30,20607689.689048342,18587349.96778092,22372105.538394157,20607689.689048342,20607689.689048342,-129137.17234487008,-129137.17234487008,-129137.17234487008,-129137.17234487008,-129137.17234487008,-129137.17234487008,0.0,0.0,0.0,20478552.51670347
