ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-06-28,4718174.070796899,4305751.733398622,4937931.380024655,4718174.070796899,4718174.070796899,-108948.06207897369,-108948.06207897369,-108948.06207897369,-108948.06207897369,-108948.06207897369,-108948.06207897369,0.0,0.0,0.0,4609226.008717925
2015-07-05,4719173.840734844,4451232.978912249,5076839.990652585,4719173.840734844,4719173.840734844,65853.69397021334,65853.69397021334,65853.69397021334,65853.69397021334,65853.69397021334,65853.69397021334,0.0,0.0,0.0,4785027.534705058
2015-07-12,4720173.610672791,4673054.779524412,5322829.749730501,4720173.610672791,4720173.610672791,299525.1659388419,299525.1659388419,299525.1659388419,299525.1659388419,299525.1659388419,299525.1659388419,0.0,0.0,0.0,5019698.776611633
2015-07-19,4721173.380610736,4861792.795874132,5502151.908598777,4721173.380610736,4721173.380610736,466506.26270017517,466506.26270017517,466506.26270017517,466506.26270017517,466506.26270017517,466506.26270017517,0.0,0.0,0.0,5187679.643310911
2015-07-26,4722173.150548683,4842780.378678051,5477773.858416208,4722173.150548683,4722173.150548683,465741.05812619167,465741.05812619167,465741.05812619167,465741.05812619167,465741.05812619167,465741.05812619167,0.0,0.0,0.0,5187914.208674874
2015-08-02,4723172.920486628,4737009.453662358,5339104.860907589,4723172.920486628,4723172.920486628,314448.0788313209,314448.0788313209,314448.0788313209,314448.0788313209,314448.0788313209,314448.0788313209,0.0,0.0,0.0,5037620.999317949
2015-08-09,4724172.690424575,4542946.908956074,5186483.528930968,4724172.690424575,4724172.690424575,133320.1772452697,133320.1772452697,133320.1772452697,133320.1772452697,133320.1772452697,133320.1772452697,0.0,0.0,0.0,4857492.867669844
2015-08-16,4725172.460362521,4456381.443263749,5089323.019337561,4725172.460362521,4725172.460362521,36475.90391911629,36475.90391911629,36475.90391911629,36475.90391911629,36475.90391911629,36475.90391911629,0.0,0.0,0.0,4761648.364281638
2015-08-23,4726172.2303004665,4452106.443117967,5069618.168798881,4726172.2303004665,4726172.2303004665,39328.1866856749,39328.1866856749,39328.1866856749,39328.1866856749,39328.1866856749,39328.1866856749,0.0,0.0,0.0,4765500.416986141
2015-08-30,4727172.000238413,4472192.9209314985,5104899.968002392,4727172.000238413,4727172.000238413,71221.4857714174,71221.4857714174,71221.4857714174,71221.4857714174,71221.4857714174,71221.4857714174,0.0,0.0,0.0,4798393.486009831
2015-09-06,4728171.7701763585,4500241.4470261885,5105103.275590825,4728171.7701763585,4728171.7701763585,62164.97719779912,62164.97719779912,62164.97719779912,62164.97719779912,62164.97719779912,62164.97719779912,0.0,0.0,0.0,4790336.747374157
2015-09-13,4729171.540114305,4422424.099435024,5058954.584215096,4729171.540114305,4729171.540114305,2523.1092729761845,2523.1092729761845,2523.1092729761845,2523.1092729761845,2523.1092729761845,2523.1092729761845,0.0,0.0,0.0,4731694.649387281
