ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-07-03,669547.6893171369,673592.5910064266,758237.5505853668,669547.6893171369,669547.6893171369,46407.77255271625,46407.77255271625,46407.77255271625,23317.673015863467,23317.673015863467,23317.673015863467,23090.099536852777,23090.099536852777,23090.099536852777,0.0,0.0,0.0,715955.4618698531
2015-07-04,669579.3229173883,605854.6579275838,689660.6701583844,669579.3229173883,669579.3229173883,-20889.855816010324,-20889.855816010324,-20889.855816010324,-46963.30312763708,-46963.30312763708,-46963.30312763708,26073.447311626755,26073.447311626755,26073.447311626755,0.0,0.0,0.0,648689.467101378
2015-07-05,669610.9565176397,569429.02640286,654389.7927542452,669610.9565176397,669610.9565176397,-57846.08595271897,-57846.08595271897,-57846.08595271897,-87056.15761386452,-87056.15761386452,-87056.15761386452,29210.071661145532,29210.071661145532,29210.071661145532,0.0,0.0,0.0,611764.8705649207
2015-07-06,669642.5901178911,674323.8151666671,757444.0417049784,669642.5901178911,669642.5901178911,47091.636600218466,47091.636600218466,47091.636600218466,14620.82956469635,14620.82956469635,14620.82956469635,32470.807035522113,32470.807035522113,32470.807035522113,0.0,0.0,0.0,716734.2267181096
2015-07-07,669674.2237181425,695266.738687753,777621.5732680189,669674.2237181425,669674.2237181425,66796.83377673381,66796.83377673381,66796.83377673381,30976.365840444305,30976.365840444305,30976.365840444305,35820.4679362895,35820.4679362895,35820.4679362895,0.0,0.0,0.0,736471.0574948763
2015-07-08,669705.8573183939,698119.2334967201,788334.7393180684,669705.8573183939,669705.8573183939,72380.19532105443,72380.19532105443,72380.19532105443,33161.68636381865,33161.68636381865,33161.68636381865,39218.50895723578,39218.50895723578,39218.50895723578,0.0,0.0,0.0,742086.0526394483
2015-07-09,669737.4909186453,701857.0078201132,785037.9516398564,669737.4909186453,669737.4909186453,74562.75502192983,74562.75502192983,74562.75502192983,31942.90595678194,31942.90595678194,31942.90595678194,42619.84906514789,42619.84906514789,42619.84906514789,0.0,0.0,0.0,744300.2459405751
2015-07-10,669769.1245188966,696166.2687067969,783721.4434288829,669769.1245188966,669769.1245188966,69293.51339475877,69293.51339475877,69293.51339475877,23317.67301591223,23317.67301591223,23317.67301591223,45975.84037884654,45975.84037884654,45975.84037884654,0.0,0.0,0.0,739062.6379136554
2015-07-11,669800.7581191481,631689.2528492017,715831.1941020937,669800.7581191481,669800.7581191481,2272.054325136965,2272.054325136965,2272.054325136965,-46963.30312775244,-46963.30312775244,-46963.30312775244,49235.3574528894,49235.3574528894,49235.3574528894,0.0,0.0,0.0,672072.812444285
2015-07-12,669832.3917193994,593999.7442226275,678403.410606716,669832.3917193994,669832.3917193994,-34710.17815103194,-34710.17815103194,-34710.17815103194,-87056.15761384323,-87056.15761384323,-87056.15761384323,52345.97946281129,52345.97946281129,52345.97946281129,0.0,0.0,0.0,635122.2135683674
2015-07-13,669864.0253196508,696076.114452229,781342.0417105898,669864.0253196508,669864.0253196508,69876.06439205231,69876.06439205231,69876.06439205231,14620.829564752128,14620.829564752128,14620.829564752128,55255.234827300184,55255.234827300184,55255.234827300184,0.0,0.0,0.0,739740.0897117031
2015-07-14,669895.6589199022,716096.9635205754,800324.9782590372,669895.6589199022,669895.6589199022,88888.2416144705,88888.2416144705,88888.2416144705,30976.365840423143,30976.365840423143,30976.365840423143,57911.87577404735,57911.87577404735,57911.87577404735,0.0,0.0,0.0,758783.9005343727
2015-07-15,669927.2925201536,720106.9119320174,805266.175907361,669927.2925201536,669927.2925201536,93428.83558379236,93428.83558379236,93428.83558379236,33161.68636374898,33161.68636374898,33161.68636374898,60267.14922004337,60267.14922004337,60267.14922004337,0.0,0.0,0.0,763356.1281039459
2015-07-16,669958.926120405,724543.6945145236,804876.4121952291,669958.926120405,669958.926120405,94218.9360876476,94218.9360876476,94218.9360876476,31942.905956817056,31942.905956817056,31942.905956817056,62276.03013083053,62276.03013083053,62276.03013083053,0.0,0.0,0.0,764177.8622080525
2015-07-17,669990.5597206564,712783.8008390963,801534.5358607103,669990.5597206564,669990.5597206564,87216.05727081839,87216.05727081839,87216.05727081839,23317.673015960987,23317.673015960987,23317.673015960987,63898.3842548574,63898.3842548574,63898.3842548574,0.0,0.0,0.0,757206.6169914748
2015-07-18,670022.1933209077,642417.949242632,730686.6928843446,670022.1933209077,670022.1933209077,18136.72565327885,18136.72565327885,18136.72565327885,-46963.30312779196,-46963.30312779196,-46963.30312779196,65100.02878107081,65100.02878107081,65100.02878107081,0.0,0.0,0.0,688158.9189741865
2015-07-19,670053.8269211592,606719.9269787028,692039.5502893528,670053.8269211592,670053.8269211592,-21202.49561706027,-21202.49561706027,-21202.49561706027,-87056.15761377639,-87056.15761377639,-87056.15761377639,65853.66199671611,65853.66199671611,65853.66199671611,0.0,0.0,0.0,648851.331304099
2015-07-20,670085.4605214106,706691.5961367552,792926.5478012286,670085.4605214106,670085.4605214106,80760.4659240597,80760.4659240597,80760.4659240597,14620.82956464723,14620.82956464723,14620.82956464723,66139.63635941249,66139.63635941249,66139.63635941249,0.0,0.0,0.0,750845.9264454703
2015-07-21,670117.0941216619,724434.6867857107,809833.309462677,670117.0941216619,670117.0941216619,96922.91929062062,96922.91929062062,96922.91929062062,30976.36584042793,30976.36584042793,30976.36584042793,65946.55345019269,65946.55345019269,65946.55345019269,0.0,0.0,0.0,767040.0134122825
2015-07-22,670148.7277219134,726301.6054765718,808735.1291092209,670148.7277219134,670148.7277219134,98433.35029538652,98433.35029538652,98433.35029538652,33161.68636379362,33161.68636379362,33161.68636379362,65271.66393159289,65271.66393159289,65271.66393159289,0.0,0.0,0.0,768582.0780172999
2015-07-23,670180.3613221647,725528.4749511394,810252.2490842103,670180.3613221647,670180.3613221647,96063.96672321603,96063.96672321603,96063.96672321603,31942.90595685218,31942.90595685218,31942.90595685218,64121.06076636384,64121.06076636384,64121.06076636384,0.0,0.0,0.0,766244.3280453807
2015-07-24,670211.994922416,711921.4194198279,796755.7987114234,670211.994922416,670211.994922416,85827.33243211613,85827.33243211613,85827.33243211613,23317.673015900637,23317.673015900637,23317.673015900637,62509.6594162155,62509.6594162155,62509.6594162155,0.0,0.0,0.0,756039.3273545322
2015-07-25,670243.6285226675,640698.0578836094,725837.4745191566,670243.6285226675,670243.6285226675,13497.661255633166,13497.661255633166,13497.661255633166,-46963.30312775094,-46963.30312775094,-46963.30312775094,60460.964383384104,60460.964383384104,60460.964383384104,0.0,0.0,0.0,683741.2897783006
2015-07-26,670275.2621229189,600745.8094759597,683765.0856577251,670275.2621229189,670275.2621229189,-29049.53048965278,-29049.53048965278,-29049.53048965278,-87056.15761388782,-87056.15761388782,-87056.15761388782,58006.62712423504,58006.62712423504,58006.62712423504,0.0,0.0,0.0,641225.7316332661
2015-07-27,670306.8957231703,692106.8314221208,783987.9249230615,670306.8957231703,670306.8957231703,69806.63545973768,69806.63545973768,69806.63545973768,14620.829564554891,14620.829564554891,14620.829564554891,55185.805895182784,55185.805895182784,55185.805895182784,0.0,0.0,0.0,740113.531182908
2015-07-28,670338.5293234217,711049.67913335,795905.1363830995,670338.5293234217,670338.5293234217,83020.70917486565,83020.70917486565,83020.70917486565,30976.365840432696,30976.365840432696,30976.365840432696,52044.34333443293,52044.34333443293,52044.34333443293,0.0,0.0,0.0,753359.2384982873
2015-07-29,670370.1629236729,710285.5610182367,793565.0220235421,670370.1629236729,670370.1629236729,81795.468755981,81795.468755981,81795.468755981,33161.68636377028,33161.68636377028,33161.68636377028,48633.78239221073,48633.78239221073,48633.78239221073,0.0,0.0,0.0,752165.6316796539
2015-07-30,670401.7965239245,704231.1645401443,788550.8874737828,670401.7965239245,670401.7965239245,76953.15142189953,76953.15142189953,76953.15142189953,31942.905956799033,31942.905956799033,31942.905956799033,45010.2454651005,45010.2454651005,45010.2454651005,0.0,0.0,0.0,747354.947945824
2015-07-31,670433.4301241757,692008.7938881585,776884.7301110199,670433.4301241757,670433.4301241757,64550.87816668271,64550.87816668271,64550.87816668271,23317.673016040455,23317.673016040455,23317.673016040455,41233.20515064224,41233.20515064224,41233.20515064224,0.0,0.0,0.0,734984.3082908584
2015-08-01,670465.0637244271,619902.7244260365,700585.3732117501,670465.0637244271,670465.0637244271,-9599.125308703682,-9599.125308703682,-9599.125308703682,-46963.30312779046,-46963.30312779046,-46963.30312779046,37364.177819086784,37364.177819086784,37364.177819086784,0.0,0.0,0.0,660865.9384157235
2015-08-02,670496.6973246787,573489.0740258538,657815.5171583745,670496.6973246787,670496.6973246787,-53590.78448733785,-53590.78448733785,-53590.78448733785,-87056.15761382098,-87056.15761382098,-87056.15761382098,33465.37312648313,33465.37312648313,33465.37312648313,0.0,0.0,0.0,616905.9128373408
2015-08-03,670528.3309249299,670609.7744375216,759116.9273064084,670528.3309249299,670528.3309249299,44219.163180220254,44219.163180220254,44219.163180220254,14620.82956461067,14620.82956461067,14620.82956461067,29598.333615609583,29598.333615609583,29598.333615609583,0.0,0.0,0.0,714747.4941051502
2015-08-04,670559.9645251815,687675.3364612124,768290.7361774966,670559.9645251815,670559.9645251815,56798.96448631097,56798.96448631097,56798.96448631097,30976.365840437476,30976.365840437476,30976.365840437476,25822.598645873484,25822.598645873484,25822.598645873484,0.0,0.0,0.0,727358.9290114924
2015-08-05,670591.5981254327,680887.5663693073,768404.3381960033,670591.5981254327,670591.5981254327,55356.11242413944,55356.11242413944,55356.11242413944,33161.686363836605,33161.686363836605,33161.686363836605,22194.426060302834,22194.426060302834,22194.426060302834,0.0,0.0,0.0,725947.7105495721
2015-08-06,670623.2317256841,679263.4195195166,762423.4677223909,670623.2317256841,670623.2317256841,50708.50922283807,50708.50922283807,50708.50922283807,31942.90595688105,31942.90595688105,31942.90595688105,18765.603265957026,18765.603265957026,18765.603265957026,0.0,0.0,0.0,721331.7409485222
2015-08-07,670654.8653259355,667932.6756273301,748697.68338948,670654.8653259355,670654.8653259355,38900.049842377855,38900.049842377855,38900.049842377855,23317.67301588904,23317.67301588904,23317.67301588904,15582.376826488815,15582.376826488815,15582.376826488815,0.0,0.0,0.0,709554.9151683134
2015-08-08,670686.4989261869,595872.7262551592,679445.602266788,670686.4989261869,670686.4989261869,-34278.77680906501,-34278.77680906501,-34278.77680906501,-46963.30312783,-46963.30312783,-46963.30312783,12684.526318764985,12684.526318764985,12684.526318764985,0.0,0.0,0.0,636407.7221171219
2015-08-09,670718.1325264382,551201.2174388174,636067.0820884871,670718.1325264382,670718.1325264382,-76951.55342653603,-76951.55342653603,-76951.55342653603,-87056.15761379972,-87056.15761379972,-87056.15761379972,10104.604187263682,10104.604187263682,10104.604187263682,0.0,0.0,0.0,593766.5790999022
2015-08-10,670749.7661266897,648697.3906144801,734282.9866048053,670749.7661266897,670749.7661266897,22488.188321387017,22488.188321387017,22488.188321387017,14620.829564499485,14620.829564499485,14620.829564499485,7867.358756887534,7867.358756887534,7867.358756887534,0.0,0.0,0.0,693237.9544480768
2015-08-11,670781.399726941,664962.547558998,749392.6184838482,670781.399726941,670781.399726941,36965.71840860134,36965.71840860134,36965.71840860134,30976.365840416318,30976.365840416318,30976.365840416318,5989.352568185018,5989.352568185018,5989.352568185018,0.0,0.0,0.0,707747.1181355424
2015-08-12,670813.0333271925,663917.4985398949,753374.4031065773,670813.0333271925,670813.0333271925,37640.46928460227,37640.46928460227,37640.46928460227,33161.68636381326,33161.68636381326,33161.68636381326,4478.782920789023,4478.782920789023,4478.782920789023,0.0,0.0,0.0,708453.5026117949
2015-08-13,670844.6669274438,663757.2405967594,748411.472302505,670844.6669274438,670844.6669274438,35278.41205735687,35278.41205735687,35278.41205735687,31942.905956786504,31942.905956786504,31942.905956786504,3335.5061005703687,3335.5061005703687,3335.5061005703687,0.0,0.0,0.0,706123.0789848007
2015-08-14,670876.3005276952,654915.8818626658,736230.0169206547,670876.3005276952,670876.3005276952,25868.934391496652,25868.934391496652,25868.934391496652,23317.673015919754,23317.673015919754,23317.673015919754,2551.2613755769034,2551.2613755769034,2551.2613755769034,0.0,0.0,0.0,696745.2349191919
2015-08-15,670907.9341279467,581733.5581622665,668671.1858804184,670907.9341279467,670907.9341279467,-44853.21750303364,-44853.21750303364,-44853.21750303364,-46963.30312786953,-46963.30312786953,-46963.30312786953,2110.0856248358823,2110.0856248358823,2110.0856248358823,0.0,0.0,0.0,626054.716624913
2015-08-16,670939.567728198,545791.8058233046,629344.2296639314,670939.567728198,670939.567728198,-85067.25305642959,-85067.25305642959,-85067.25305642959,-87056.15761382,-87056.15761382,-87056.15761382,1988.9045573904225,1988.9045573904225,1988.9045573904225,0.0,0.0,0.0,585872.3146717685
2015-08-17,670971.2013284494,645287.0184406344,731468.5649505657,670971.2013284494,670971.2013284494,16779.11158369741,16779.11158369741,16779.11158369741,14620.82956456155,14620.82956456155,14620.82956456155,2158.282019135856,2158.282019135856,2158.282019135856,0.0,0.0,0.0,687750.3129121468
2015-08-18,671002.8349287008,660962.4581940444,746349.9552308887,671002.8349287008,671002.8349287008,33559.67083389518,33559.67083389518,33559.67083389518,30976.36584045534,30976.36584045534,30976.36584045534,2583.3049934398377,2583.3049934398377,2583.3049934398377,0.0,0.0,0.0,704562.505762596
2015-08-19,671034.4685289522,663610.1356811599,747249.5820324621,671034.4685289522,671034.4685289522,36386.2650430886,36386.2650430886,36386.2650430886,33161.6863637899,33161.6863637899,33161.6863637899,3224.578679298702,3224.578679298702,3224.578679298702,0.0,0.0,0.0,707420.7335720408
2015-08-20,671066.1021292036,661788.812635103,748674.1874219953,671066.1021292036,671066.1021292036,35982.20951836751,35982.20951836751,35982.20951836751,31942.905956909908,31942.905956909908,31942.905956909908,4039.3035614576065,4039.3035614576065,4039.3035614576065,0.0,0.0,0.0,707048.3116475712
2015-08-21,671097.735729455,656903.7593517053,740775.5389612665,671097.735729455,671097.735729455,28300.077745773448,28300.077745773448,28300.077745773448,23317.67301605958,23317.67301605958,23317.67301605958,4982.404729713866,4982.404729713866,4982.404729713866,0.0,0.0,0.0,699397.8134752285
2015-08-22,671129.3693297063,589539.9384072624,671985.9314045499,671129.3693297063,671129.3693297063,-40955.62023116176,-40955.62023116176,-40955.62023116176,-46963.30312782849,-46963.30312782849,-46963.30312782849,6007.682896666741,6007.682896666741,6007.682896666741,0.0,0.0,0.0,630173.7490985446
2015-08-23,671161.0029299578,547016.5071454317,633389.4349955783,671161.0029299578,671161.0029299578,-79987.20099906654,-79987.20099906654,-79987.20099906654,-87056.15761379874,-87056.15761379874,-87056.15761379874,7068.956614732207,7068.956614732207,7068.956614732207,0.0,0.0,0.0,591173.8019308912
2015-08-24,671192.6365302091,648399.2601928713,739181.9576880744,671192.6365302091,671192.6365302091,22741.99565683766,22741.99565683766,22741.99565683766,14620.829564617334,14620.829564617334,14620.829564617334,8121.166092220324,8121.166092220324,8121.166092220324,0.0,0.0,0.0,693934.6321870468
2015-08-25,671224.2701304605,669470.4409730479,753708.6471871145,671224.2701304605,671224.2701304605,40097.77655624323,40097.77655624323,40097.77655624323,30976.36584042587,30976.36584042587,30976.36584042587,9121.410715817361,9121.410715817361,9121.410715817361,0.0,0.0,0.0,711322.0466867037
2015-08-26,671255.9037307119,672768.0524898076,757024.9611239854,671255.9037307119,671255.9037307119,43191.58120719212,43191.58120719212,43191.58120719212,33161.686363766545,33161.686363766545,33161.686363766545,10029.894843425569,10029.894843425569,10029.894843425569,0.0,0.0,0.0,714447.484937904
2015-08-27,671287.5373309633,670442.4323336169,755354.3739360281,671287.5373309633,671287.5373309633,42753.6655116107,42753.6655116107,42753.6655116107,31942.90595681537,31942.90595681537,31942.90595681537,10810.759554795328,10810.759554795328,10810.759554795328,0.0,0.0,0.0,714041.202842574
2015-08-28,671319.1709312147,667011.9578439883,748270.9445401852,671319.1709312147,671319.1709312147,34750.45475431394,34750.45475431394,34750.45475431394,23317.673015999226,23317.673015999226,23317.673015999226,11432.781738314721,11432.781738314721,11432.781738314721,0.0,0.0,0.0,706069.6256855286
2015-08-29,671350.8045314661,594134.1024210802,678160.3999380738,671350.8045314661,671350.8045314661,-35093.37709224638,-35093.37709224638,-35093.37709224638,-46963.3031277922,-46963.3031277922,-46963.3031277922,11869.926035545823,11869.926035545823,11869.926035545823,0.0,0.0,0.0,636257.4274392197
2015-08-30,671382.4381317175,554666.5390346234,638862.1098645485,671382.4381317175,671382.4381317175,-74954.41797982987,-74954.41797982987,-74954.41797982987,-87056.15761391018,-87056.15761391018,-87056.15761391018,12101.739634080313,12101.739634080313,12101.739634080313,0.0,0.0,0.0,596428.0201518877
2015-08-31,671414.0717319689,654605.4550810363,739914.8602209256,671414.0717319689,671414.0717319689,26734.41412374899,26734.41412374899,26734.41412374899,14620.829564685675,14620.829564685675,14620.829564685675,12113.584559063313,12113.584559063313,12113.584559063313,0.0,0.0,0.0,698148.4858557179
2015-09-01,671445.7053322203,673612.4817759633,756410.7862444262,671445.7053322203,671445.7053322203,42873.07266678977,42873.07266678977,42873.07266678977,30976.365840404716,30976.365840404716,30976.365840404716,11896.706826385052,11896.706826385052,11896.706826385052,0.0,0.0,0.0,714318.77799901
2015-09-02,671477.3389324716,673189.7495780905,758641.5198457983,671477.3389324716,671477.3389324716,44609.83281159677,44609.83281159677,44609.83281159677,33161.68636383287,33161.68636383287,33161.68636383287,11448.146447763891,11448.146447763891,11448.146447763891,0.0,0.0,0.0,716087.1717440684
2015-09-03,671508.9725327231,670059.662896563,760637.5776843358,671508.9725327231,671508.9725327231,42713.402642905115,42713.402642905115,42713.402642905115,31942.905956850493,31942.905956850493,31942.905956850493,10770.496686054626,10770.496686054626,10770.496686054626,0.0,0.0,0.0,714222.3751756282
2015-09-04,671540.6061329744,666329.9472120096,749574.1374539055,671540.6061329744,671540.6061329744,33189.19803902129,33189.19803902129,33189.19803902129,23317.673016029938,23317.673016029938,23317.673016029938,9871.525022991358,9871.525022991358,9871.525022991358,0.0,0.0,0.0,704729.8041719957
2015-09-05,671572.2397332258,594827.6236599833,675632.1732154965,671572.2397332258,671572.2397332258,-38199.63122024632,-38199.63122024632,-38199.63122024632,-46963.30312790754,-46963.30312790754,-46963.30312790754,8763.671907661223,8763.671907661223,8763.671907661223,0.0,0.0,0.0,633372.6085129795
2015-09-06,671603.8733334772,551021.3990772655,635855.9038580812,671603.8733334772,671603.8733334772,-79592.71120968064,-79592.71120968064,-79592.71120968064,-87056.15761397606,-87056.15761397606,-87056.15761397606,7463.4464042954105,7463.4464042954105,7463.4464042954105,0.0,0.0,0.0,592011.1621237965
2015-09-07,671635.5069337286,652218.8861926465,733948.7295625343,671635.5069337286,671635.5069337286,20611.569836614217,20611.569836614217,20611.569836614217,14620.829564574493,14620.829564574493,14620.829564574493,5990.740272039723,5990.740272039723,5990.740272039723,0.0,0.0,0.0,692247.0767703428
2015-09-08,671667.14053398,664217.8166397698,751009.3549858652,671667.14053398,671667.14053398,35344.44956808807,35344.44956808807,35344.44956808807,30976.365840409486,30976.365840409486,30976.365840409486,4368.08372767858,4368.08372767858,4368.08372767858,0.0,0.0,0.0,707011.590102068
2015-09-09,671698.7741342314,662794.4044212317,748542.7059172431,671698.7741342314,671698.7741342314,35781.55348959704,35781.55348959704,35781.55348959704,33161.68636376321,33161.68636376321,33161.68636376321,2619.8671258338372,2619.8671258338372,2619.8671258338372,0.0,0.0,0.0,707480.3276238284
2015-09-10,671730.4077344827,658397.3150210797,744904.8409839564,671730.4077344827,671730.4077344827,32714.45898186341,32714.45898186341,32714.45898186341,31942.905956885614,31942.905956885614,31942.905956885614,771.5530249777928,771.5530249777928,771.5530249777928,0.0,0.0,0.0,704444.8667163461
2015-09-11,671762.0413347342,648477.3803048796,732628.1803574291,671762.0413347342,671762.0413347342,22166.575614546702,22166.575614546702,22166.575614546702,23317.673015878514,23317.673015878514,23317.673015878514,-1151.0974013318094,-1151.0974013318094,-1151.0974013318094,0.0,0.0,0.0,693928.6169492808
2015-09-12,671793.6749349856,580170.9784544547,665521.2984911901,671793.6749349856,671793.6749349856,-50086.06399872825,-50086.06399872825,-50086.06399872825,-46963.30312786652,-46963.30312786652,-46963.30312786652,-3122.760870861725,-3122.760870861725,-3122.760870861725,0.0,0.0,0.0,621707.6109362573
2015-09-13,671825.3085352369,537636.5248145154,620031.9829435489,671825.3085352369,671825.3085352369,-92175.38817771991,-92175.38817771991,-92175.38817771991,-87056.15761390922,-87056.15761390922,-87056.15761390922,-5119.230563810694,-5119.230563810694,-5119.230563810694,0.0,0.0,0.0,579649.920357517
2015-09-14,671856.9421354884,636266.4041145254,722587.1438912714,671856.9421354884,671856.9421354884,7502.811182329164,7502.811182329164,7502.811182329164,14620.829564636557,14620.829564636557,14620.829564636557,-7118.018382307394,-7118.018382307394,-7118.018382307394,0.0,0.0,0.0,679359.7533178176
2015-09-15,671888.5757357397,653423.3724809833,735863.6224464804,671888.5757357397,671888.5757357397,21877.50033779814,21877.50033779814,21877.50033779814,30976.365840380022,30976.365840380022,30976.365840380022,-9098.865502581886,-9098.865502581886,-9098.865502581886,0.0,0.0,0.0,693766.0760735378
2015-09-16,671920.2093359911,652021.9008900728,737744.9905633329,671920.2093359911,671920.2093359911,22117.537155617934,22117.537155617934,22117.537155617934,33161.68636380784,33161.68636380784,33161.68636380784,-11044.149208189912,-11044.149208189912,-11044.149208189912,0.0,0.0,0.0,694037.746491609
2015-09-17,671951.8429362425,649044.3322967578,732512.3945522403,671951.8429362425,671951.8429362425,19003.728290203144,19003.728290203144,19003.728290203144,31942.905956879356,31942.905956879356,31942.905956879356,-12939.17766667621,-12939.17766667621,-12939.17766667621,0.0,0.0,0.0,690955.5712264456
2015-09-18,671983.4765364939,636895.5655645849,721113.5155093438,671983.4765364939,671983.4765364939,8545.304859335283,8545.304859335283,8545.304859335283,23317.673016018336,23317.673016018336,23317.673016018336,-14772.368156683056,-14772.368156683056,-14772.368156683056,0.0,0.0,0.0,680528.7813958292
2015-09-19,672015.1101367453,567423.3293932022,653367.358071341,672015.1101367453,672015.1101367453,-63498.611271827365,-63498.611271827365,-63498.611271827365,-46963.30312790605,-46963.30312790605,-46963.30312790605,-16535.30814392131,-16535.30814392131,-16535.30814392131,0.0,0.0,0.0,608516.4988649179
2015-09-20,672046.7437369967,524877.4273206887,613511.3434653702,672046.7437369967,672046.7437369967,-105278.86003329504,-105278.86003329504,-105278.86003329504,-87056.15761388793,-87056.15761388793,-87056.15761388793,-18222.702419407105,-18222.702419407105,-18222.702419407105,0.0,0.0,0.0,566767.8837037017
2015-09-21,672078.377337248,625199.7321128347,708532.86128128,672078.377337248,672078.377337248,-5211.383568164308,-5211.383568164308,-5211.383568164308,14620.82956469862,14620.82956469862,14620.82956469862,-19832.21313286293,-19832.21313286293,-19832.21313286293,0.0,0.0,0.0,666866.9937690836
2015-09-22,672110.0109374995,637401.340951509,722594.7058060525,672110.0109374995,672110.0109374995,9612.162974024766,9612.162974024766,9612.162974024766,30976.36584041905,30976.36584041905,30976.36584041905,-21364.20286639428,-21364.20286639428,-21364.20286639428,0.0,0.0,0.0,681722.1739115242
2015-09-23,672141.6445377507,643337.4016895769,722574.29609229,672141.6445377507,672141.6445377507,10340.29256479095,10340.29256479095,10340.29256479095,33161.6863637382,33161.6863637382,33161.6863637382,-22821.39379894724,-22821.39379894724,-22821.39379894724,0.0,0.0,0.0,682481.9371025417
2015-09-24,672173.2781380021,639821.7300554509,720502.9235780967,672173.2781380021,672173.2781380021,7734.44753329499,7734.44753329499,7734.44753329499,31942.90595682621,31942.90595682621,31942.90595682621,-24208.458423531214,-24208.458423531214,-24208.458423531214,0.0,0.0,0.0,679907.7256712972
2015-09-25,672204.9117382537,628619.7840723555,716117.8262962807,672204.9117382537,672204.9117382537,-2213.8861125324934,-2213.8861125324934,-2213.8861125324934,23317.673015957986,23317.673015957986,23317.673015957986,-25531.55912849048,-25531.55912849048,-25531.55912849048,0.0,0.0,0.0,669991.0256257212
2015-09-26,672236.545338505,557698.9993442418,638792.8033613177,672236.545338505,672236.545338505,-73761.15831752823,-73761.15831752823,-73761.15831752823,-46963.3031277892,-46963.3031277892,-46963.3031277892,-26797.855189739013,-26797.855189739013,-26797.855189739013,0.0,0.0,0.0,598475.3870209767
2015-09-27,672268.1789387563,518455.4565542546,602527.7856556637,672268.1789387563,672268.1789387563,-115071.1539270905,-115071.1539270905,-115071.1539270905,-87056.1576138211,-87056.1576138211,-87056.1576138211,-28014.996313269414,-28014.996313269414,-28014.996313269414,0.0,0.0,0.0,557197.0250116659
